Date,Close,High,Low,Open,Volume,RSI,MACD,MACD_SIGNAL,SMA20,EMA20,BB_UPPER,BB_LOWER,ATR,CCI,proba_rfc_cal,proba_sgd_cal,proba_xgb_cal,proba_sentiment_neg,proba_sentiment_neu,proba_sentiment_pos,y_true
2025-01-01,94419.7578125,94929.8671875,92788.125,93425.1015625,24519888919,43.42592971280728,-1393.378495421537,-982.2203395518728,97936.378125,96425.33415567409,106274.90655550367,89597.84969449634,3829.8035714285716,-78.3797681206018,,,,,,,1
2025-01-02,96886.875,97739.8203125,94201.5703125,94416.2890625,46009564411,49.91284006430737,-1174.3679660443886,-1020.6742379040396,97707.758984375,96470.96895318168,105888.84061563794,89526.67735311207,3571.073660714286,-30.887482828927627,,,,,,,1
2025-01-03,98107.4296875,98956.9140625,96034.6171875,96881.7265625,35611391163,52.796517369446605,-898.7003400004032,-996.2670824251953,97544.48203125,96632.18750085887,105545.93908144516,89543.02498105483,3356.6852678571427,2.469016580036274,,,,,,,1
2025-01-04,98236.2265625,98734.4296875,97562.9765625,98106.9921875,22342608078,53.1033452944829,-663.1175451747113,-929.6101357051724,97241.35859375,96789.69558456368,104598.87795516702,89883.83923233299,3220.3191964285716,21.246030845597797,,,,,,,1
2025-01-05,98314.9609375,98813.3046875,97291.765625,98233.90625,20525254825,53.30317128343378,-465.2838605106808,-836.7147343849961,96855.620703125,96939.0270008137,102978.46242952331,90732.77897672668,3103.4235491071427,35.35697939687176,,,,,,,1
2025-01-06,102078.0859375,102482.875,97926.1484375,98314.953125,51823432705,61.70257767504987,-20.91840744795627,-673.5130994307642,96652.494921875,97440.82925536699,101643.25961881626,91661.73022493374,3142.2555803571427,141.15839258802941,,,,,,,0
2025-01-07,96922.703125,102712.484375,96132.875,102248.8515625,58685738547,48.7623294035214,-63.94178879771789,-551.5735114425693,96496.553125,97390.35841301238,101229.70081786609,91763.40543213392,3186.7957589285716,78.6625906161193,,,,,,,0
2025-01-08,95043.5234375,97258.3203125,92525.84375,96924.1640625,63875859171,45.05331810403721,-239.930724692691,-489.23459626368333,96374.181640625,97162.24793260425,101125.59654237663,91622.76673887337,3390.1668526785716,-51.62495947968112,,,,,,,0
2025-01-09,92484.0390625,95349.71875,91220.84375,95043.484375,62777261693,40.531292451169726,-570.4460310998693,-505.47904248819026,96110.587109375,96708.41978068574,101117.32093337413,91103.85328537588,3346.0373883928573,-110.1544780833185,,,,,,,1
2025-01-10,94701.453125,95770.609375,92250.09375,92494.4921875,62058693684,45.62339699419248,-652.6898633542878,-534.9243378222819,95984.4234375,96514.07020924734,101000.10575868929,90968.7411163107,3312.9241071428573,-60.95925261547632,,,,,,,0
2025-01-11,94566.59375,94977.6875,93840.046875,94700.8359375,18860894100,45.368956266966066,-719.9585002056556,-571.934318759935,95957.50625,96325.78266004483,100998.77453773787,90916.23796226214,3286.2120535714284,-49.941468317592964,,,,,,,0
2025-01-12,94488.4375,95367.5390625,93712.5078125,94565.7265625,20885130965,45.21158841056037,-770.3986661485251,-611.6298897782254,95947.616015625,96148.39919061732,101000.14904577141,90895.08298547858,3240.63671875,-47.8903850608032,,,,,,,1
2025-01-13,94516.5234375,95837.0,89260.1015625,94488.890625,72978998252,45.285035274937904,-798.8973541103915,-649.0854219177995,95739.6375,95991.0577991398,100659.98754230549,90819.2874576945,3454.2589285714284,-84.96816950820822,,,,,,,1
2025-01-14,96534.046875,97352.6640625,94322.15625,94519.0078125,53769675818,50.42608832514938,-655.7875651978829,-650.4259089602615,95601.380078125,96043.34977827544,100248.39595591067,90954.36420033933,3372.3973214285716,18.03828018592527,,,,,,,1
2025-01-15,100504.4921875,100697.234375,96501.640625,96534.046875,57805923627,58.65866480549887,-227.98844495521917,-565.9354720972152,95836.82890625,96472.51788137443,100976.33923379745,90697.31857870254,3519.101004464286,121.28420639262902,,,,,,,0
2025-01-16,99756.90625,100781.5859375,97364.4453125,100505.296875,54103781805,56.747764919321874,51.48720940986823,-442.447493453365,96116.43125,96788.17653696616,101476.65837181876,90756.20412818123,3510.4503348214284,107.06079306587574,,,,,,,1
2025-01-17,104462.0390625,105884.2265625,99948.90625,100025.765625,71888972663,64.5706122603311,636.4600369584514,-226.66117517530049,96581.33671875,97525.06071204551,103084.71776530142,90077.95567219857,3739.3805803571427,191.56372850711767,,,,,,,0
2025-01-18,104408.0703125,104913.203125,102226.6171875,104124.953125,50445655726,64.42667369624041,1083.1128380396258,35.298300980908806,97125.22890625,98185.4832567405,104335.28687015385,89915.17094234616,3847.6043526785716,168.742063034275,,,,,,,0
2025-01-19,101089.609375,106299.796875,99570.53125,104411.2890625,76789928525,56.13977610846161,1161.0701391715265,260.45588217541484,97547.548828125,98463.93507727543,104640.75076792344,90454.34688832656,4219.584821428572,117.27563071298006,,,,,,,1
2025-01-20,102016.6640625,109114.8828125,99471.359375,101083.75,126279678351,57.77381154808271,1281.4572279144777,464.6584829047533,97976.921875,98804.35686890545,105060.09965922759,90893.74409077241,4582.927455357143,129.87876466474444,,,,,,,1
2025-01-21,106146.265625,107180.921875,100103.953125,102052.578125,88733878242,64.17629679064783,1684.946787203604,708.7183731015805,98563.247265625,99507.44812620338,106316.32336276794,90810.17116848206,4618.453125,133.69356750424944,,,,,,,0
2025-01-22,103653.0703125,106294.34375,103360.265625,106136.3828125,53878181052,58.41737022736048,1785.9798732409254,924.1722475604009,98901.55703125,99904.24117498865,106932.16167943805,90870.95238306196,4489.99609375,115.7538100307554,,,,,,,1
2025-01-23,103960.171875,106820.328125,101257.8046875,103657.671875,104104515428,58.90652930553739,1868.8599004493008,1113.1108826746795,99194.194140625,100292.26494954768,107523.93311002692,90864.45517122308,4592.399553571428,94.64754490021387,,,,,,,1
2025-01-24,104819.484375,107098.546875,102772.125,103965.671875,52388229265,60.31334263517871,1980.0627151081571,1286.5020600781418,99523.35703125,100725.1898668329,108206.50274835403,90840.21131414596,4649.964285714285,98.39876446803333,,,,,,,0
2025-01-25,104714.6484375,105243.7890625,104120.375,104824.03125,23888996502,60.0432754828534,2036.302351834005,1436.4626794986027,99843.34140625,101106.54191464711,108806.1573192204,90880.5254932796,4648.948102678572,84.32671647112888,,,,,,,0
