Date,close,high,low,open,volume,RSI,MACD,MACD_SIGNAL,SMA20,EMA20,BB_UPPER,BB_LOWER,ATR,CCI,proba_rfc_cal,proba_sgd_cal,proba_xgb_cal,proba_sentiment_neg,proba_sentiment_neu,proba_sentiment_pos,y_true
2021-01-02,32127.267578125,33155.1171875,29091.181640625,29376.455078125,67865420765,87.57059336102047,2790.061615506649,2224.866391531996,24899.671875,25547.79030280046,31627.15886444121,18172.184885558785,1599.1948939732142,167.57587909377403,0.6,0.604499,0.495829826593399,0.000534,0.59721,0.402256,1
2021-01-03,32782.0234375,34608.55859375,32052.31640625,32129.408203125,78665235202,88.31268003273206,3019.0495181984406,2383.703016865285,25576.4408203125,26236.76488705756,32625.069795862903,18527.81184476209,1705.9301060267858,177.7484535669467,0.6,0.561633,0.495829826593399,5.882352941176471e-06,0.7355205882352941,0.2644705882352941,0
2021-01-04,31971.9140625,33440.21875,28722.755859375,32810.94921875,81163475344,81.80490505547935,3099.426762265244,2526.847765945277,26204.18271484375,26782.96957043303,33178.997060039015,19229.368369648488,1907.133510044643,123.15845777987192,0.6,0.533298,0.4988849341869354,0.1025880681818181,0.5703227272727273,0.3270869318181818,1
2021-01-05,33992.4296875,34437.58984375,30221.1875,31977.041015625,67547324782,84.81122645829274,3288.260017448465,2679.1302162459147,26838.27431640625,27469.584819677504,34233.09953351696,19443.449099295543,2111.212472098214,139.79294077898953,0.6,0.570351,0.4988849341869354,0.0386239583333333,0.829703125,0.1316729166666666,1
2021-01-06,36824.36328125,36879.69921875,33514.03515625,34013.61328125,75289433811,87.84309094381396,3624.6424839173887,2868.2326697802096,27539.234375,28360.516101732028,35916.84135180457,19161.627398195425,2264.3424944196427,171.30713403302,0.6,0.570963,0.495829826593399,0.025991156462585,0.6584156462585034,0.3155897959183673,1
2021-01-07,39371.04296875,40180.3671875,36491.19140625,36833.875,84762141031,89.8124799063226,4050.037468513645,3104.593629526897,28350.8884765625,29409.13770811469,37984.38549412849,18717.39145899652,2457.087890625,189.8673185561978,0.6,0.549062,0.495829826593399,0.0085861111111111,0.6509708333333334,0.3404416666666667,1
2021-01-08,40797.609375,41946.73828125,36838.63671875,39381.765625,88107519480,90.7194336989379,4450.970033370948,3373.868910295708,29197.27734375,30493.754057341863,40068.134277075485,18326.42041042452,2732.921735491072,176.55049481913215,0.6,0.507913,0.495829826593399,0.0535915584415584,0.6813616883116883,0.2650435064935065,0
2021-01-09,40254.546875,41436.3515625,38980.875,40788.640625,61984162837,87.52501824619051,4671.046458448651,3633.3044199262977,30036.13994140625,31423.353373309303,41614.74972190612,18457.530160906383,2751.5,153.12816496076883,0.6,0.454988,0.495829826593399,0.0880234042553191,0.6848276595744681,0.2271574468085106,0
2021-01-10,38356.44140625,41420.19140625,35984.62890625,40254.21875,79980747690,77.28206907294307,4638.82388847023,3834.4083136350846,30813.80791015625,32083.64747168461,42436.10871937621,19191.507100936287,2970.749441964286,113.35108997893376,0.6,0.422941,0.4839548289775848,1.6666666666666664e-05,0.7911,0.2088833333333333,0
2021-01-11,35566.65625,38346.53125,30549.599609375,38346.53125,123320567399,65.20389113415354,4338.16723128235,3935.1600971645385,31402.9892578125,32415.36259342893,42715.16190686196,20090.81660876304,3443.990234375,54.34363425264713,0.6,0.404666,0.495829826593399,0.2482899999999999,0.5873475,0.164361875,0
