Date,close,high,low,open,volume,RSI,MACD,MACD_SIGNAL,SMA20,EMA20,BB_UPPER,BB_LOWER,ATR,CCI,proba_rfc_cal,proba_sgd_cal,proba_xgb_cal,proba_sentiment_neg,proba_sentiment_neu,proba_sentiment_pos,y_true
2025-02-05,96615.445312,99113.210938,96174.828125,97878.007812,49125911241,42.348892,-121.194250,752.992328,102322.689844,100643.077610,107512.527530,97132.852157,4380.031808,-170.195293,0.666667,0.590286,,,,,0
2025-02-06,96593.296875,99168.609375,95707.351562,96610.640625,45302471947,42.311723,-414.433998,519.507003,101929.252734,100256.956588,107606.385921,96252.119548,4229.941406,-145.118487,0.555556,0.606766,,,,,0
2025-02-07,96529.085938,100154.140625,95653.882812,96581.320312,55741290456,42.196095,-644.538278,286.697899,101535.303516,99901.565186,107570.378030,95500.229001,4242.358259,-117.844848,0.611111,0.622844,,,,,0
2025-02-08,96482.453125,96877.804688,95702.492188,96533.257812,22447526395,42.106100,-821.163047,65.125673,101304.945703,99575.639992,107749.469290,94860.422116,4246.065290,-125.675908,0.555556,0.632423,,,,,1
2025-02-09,96500.093750,97325.281250,94745.257812,96481.312500,27732901800,42.156358,-948.771339,-137.653756,101029.117188,99282.490376,107808.884023,94249.350352,4221.000000,-113.330837,0.666667,0.643593,,,,,1
2025-02-10,97437.554688,98333.218750,95320.843750,96499.460938,40078962391,44.894116,-963.415238,-302.806070,100593.681641,99106.651723,107102.896370,94084.466911,4049.157366,-83.272455,0.555556,0.609532,,,,,0
2025-02-11,95747.429688,98492.898438,94875.039062,97438.132812,37488783272,41.115799,-1098.272616,-461.899392,100198.399609,98786.510861,106883.154522,93513.644697,4058.102121,-88.196987,0.555556,0.639967,,,,,1
2025-02-12,97885.859375,98151.023438,94101.203125,95745.695312,49340445530,47.173673,-1021.349474,-573.789416,99894.683984,98700.682389,106409.611011,93379.756958,4099.733259,-73.396585,0.545455,0.588366,,,,,0
2025-02-13,96623.867188,98111.085938,95269.710938,97888.750000,37147280860,44.278586,-1049.820134,-668.995565,99484.903125,98502.781692,105720.564215,93249.242035,4081.465960,-68.981460,0.555556,0.595656,,,,,1
2025-02-14,97508.968750,98819.468750,96342.804688,96623.367188,32697987277,46.747049,-989.739209,-733.144296,99124.619141,98408.085750,104903.973839,93345.264442,3938.194196,-43.002378,0.555556,0.531439,,,,,1
2025-02-15,97580.351562,97975.039062,97240.195312,97508.382812,17047266288,46.951160,-925.704975,-771.656433,98869.511719,98329.218438,104434.044492,93304.978945,3815.110491,-37.879809,0.555556,0.511564,,,,,0
2025-02-16,96175.031250,97725.593750,96060.976562,97580.492188,16536755396,43.422550,-976.831860,-812.691520,98573.878906,98123.974203,104046.003734,93101.754078,3561.541295,-62.645936,0.666667,0.528798,,,,,0
2025-02-17,95773.382812,97032.234375,95243.546875,96179.007812,27336550690,42.440810,-1037.723804,-857.697978,98295.924219,97900.025875,103742.747616,92849.100822,2884.213170,-79.685753,0.555556,0.520380,,,,,0
2025-02-18,95539.546875,96695.375000,93388.835938,95773.812500,37325720482,41.847609,-1092.217106,-904.601804,97887.741016,97675.143413,102828.421774,92947.060258,2724.858259,-107.083468,0.545455,0.519877,,,,,1
2025-02-19,96635.609375,96855.593750,95011.968750,95532.531250,28990872862,45.680138,-1035.183863,-930.718216,97482.756250,97576.110314,101248.180735,93717.331765,2646.661272,-72.180567,0.545455,0.452263,,,,,1
2025-02-20,98333.937500,98767.195312,96442.671875,96632.679688,31668022771,51.062027,-843.449985,-913.264570,97279.201953,97648.304024,100288.472212,94269.931694,2565.465960,43.494746,0.545455,0.402376,,,,,0
