Date,close,ret,open,high,low,volume,SMA20,EMA20,RSI,MACD,MACD_SIGNAL,BB_UPPER,BB_LOWER,ATR,CCI,proba_lstm,signal,proba_rfc_cal,proba_sgd_cal,proba_xgb_cal,proba_sentiment_pos,proba_sentiment_neu,proba_sentiment_neg
2025-03-06,89961.726562,-0.007303,90622.359375,92804.937500,87852.140625,47749810486,91837.355469,91242.182047,46.014473,-2457.613146,-2580.333376,101872.907160,81801.803778,5406.886719,-22.775202,0.417330,0.000000,0.516129,0.543349,0.501025,0.102100,0.818800,0.079100
2025-03-07,86742.671875,-0.035782,89963.281250,91191.046875,84717.679688,65945677657,91295.471484,90813.631217,41.567153,-2515.620300,-2567.390760,101194.801031,81396.141938,5537.483817,-56.381698,0.462214,1.000000,0.516129,0.541265,0.503636,0.071600,0.657000,0.271400
2025-03-08,86154.593750,-0.006780,86742.656250,86847.265625,85247.484375,18206118081,90794.449609,90369.888957,40.791504,-2579.285987,-2569.769806,100668.205446,80920.693773,5567.124442,-71.880819,0.440064,0.000000,0.440000,0.493768,0.501967,0.200400,0.505100,0.294500
2025-03-09,80601.039062,-0.064460,86154.304688,86471.132812,80052.484375,30899345977,90035.832422,89439.476002,34.285102,-3042.587057,-2664.333256,100605.783375,79465.881469,5925.497768,-118.094371,0.480352,1.000000,0.440000,0.585970,0.508494,0.285029,0.506651,0.208321
2025-03-10,78532.000000,-0.025670,80597.148438,83955.929688,77420.593750,54061099422,89185.455078,88400.621992,32.222958,-3535.876350,-2838.641875,100594.341781,77776.568375,6025.756696,-140.292310,0.528296,1.000000,0.516129,0.591467,0.508044,0.084300,0.361300,0.554400
2025-03-11,82862.210938,0.055139,78523.875000,83577.757812,76624.250000,54702837196,88496.785156,87873.132785,40.314108,-3536.762249,-2978.265950,99672.568160,77321.002153,6057.946987,-113.574722,0.491208,1.000000,0.440000,0.562966,0.504343,0.137700,0.632400,0.229900
2025-03-12,83722.359375,0.010380,82857.375000,84358.578125,80635.250000,40353484454,87766.206250,87477.806462,41.800375,-3428.557977,-3068.324355,98114.018241,77418.394259,5812.873884,-78.290984,0.451090,1.000000,0.440000,0.560069,0.504434,0.150800,0.618100,0.231100
2025-03-13,81066.703125,-0.031720,83724.921875,84301.695312,79931.851562,31412940153,87013.264063,86867.204831,38.604116,-3516.485125,-3157.956509,96984.623992,77041.904133,5849.589844,-89.971010,0.457413,1.000000,0.440000,0.561699,0.509204,0.172800,0.608700,0.218500
2025-03-14,83969.101562,0.035803,81066.992188,85263.289062,80797.562500,29588112414,86382.831250,86591.186669,43.673384,-3313.839198,-3189.133047,95352.036619,77413.625881,5683.755580,-57.869065,0.414093,0.000000,0.440000,0.461107,0.507075,0.294529,0.572957,0.132513
2025-03-15,84343.109375,0.004454,83968.406250,84672.671875,83639.593750,13650491277,85786.290625,86377.078225,44.311471,-3087.478494,-3168.802136,93482.238167,78090.343083,5562.684710,-34.688189,0.395792,0.000000,0.440000,0.420802,0.496859,0.226600,0.545100,0.228300
2025-03-16,82579.687500,-0.020908,84333.320312,85051.601562,82017.906250,21330270174,85344.366406,86015.413033,41.901267,-3015.578920,-3138.157493,92685.518153,78003.214660,5064.861049,-51.818602,0.414092,0.000000,0.440000,0.406823,0.501139,0.004500,0.982100,0.013400
2025-03-17,84075.687500,0.018116,82576.335938,84725.328125,82492.156250,25092785558,85111.342188,85830.673140,44.651706,-2805.570942,-3071.640183,92293.316900,77929.367475,4556.627232,-32.948952,0.419340,0.000000,0.440000,0.356602,0.497544,0.178900,0.610300,0.210800
2025-03-18,82718.500000,-0.016142,84075.718750,84075.718750,81179.992188,24095774594,85029.916016,85534.269706,42.677783,-2717.302737,-3000.772694,92284.932717,77774.899314,4236.176897,-57.190096,0.427306,0.000000,0.440000,0.374250,0.502119,0.146785,0.663834,0.189381
2025-03-19,86854.226562,0.049998,82718.804688,87021.187500,82569.726562,34931960257,85137.416016,85659.982182,49.940150,-2287.333614,-2858.084878,92435.698873,77839.133158,4224.247768,15.247727,0.470840,1.000000,0.440000,0.324697,0.501360,0.233700,0.722700,0.043600
2025-03-20,84167.195312,-0.030937,86872.953125,87443.265625,83647.195312,29028988961,85127.125391,85517.809652,45.873622,-2138.704924,-2714.208887,92430.525040,77823.725741,4141.624442,1.915557,0.496068,1.000000,0.440000,0.365533,0.504956,0.223678,0.648735,0.127587
2025-03-21,84043.242188,-0.001473,84164.539062,84782.273438,83171.070312,19030452299,85027.691797,85377.372552,45.688800,-2007.771003,-2572.921310,92333.374373,77722.009221,3794.327009,-25.022465,0.491252,1.000000,0.440000,0.324297,0.498119,0.196200,0.575800,0.228000
2025-03-22,83832.484375,-0.002508,84046.257812,84513.875000,83674.781250,9863214091,84506.898438,85230.238352,45.354206,-1899.116236,-2438.160295,90391.851236,78621.945639,3739.992188,-17.377587,0.506313,1.000000,0.440000,0.282883,0.497555,0.099600,0.816500,0.083900
2025-03-23,86054.375000,0.026504,83831.898438,86094.781250,83794.914062,12594615537,84506.333594,85308.728518,49.548925,-1615.127809,-2273.553798,90390.658579,78622.008608,3445.793527,30.685085,0.480492,1.000000,0.440000,0.272030,0.497511,0.481500,0.454100,0.064400
2025-03-24,87498.914062,0.016786,86070.929688,88758.726562,85541.195312,34582604933,84520.169531,85517.319931,52.122118,-1259.006402,-2070.644319,90432.616471,78607.722592,3208.807478,90.684325,0.459323,1.000000,0.440000,0.276181,0.506408,0.236100,0.713100,0.050800
2025-03-25,87471.703125,-0.000311,87512.820312,88542.398438,86346.078125,30005840049,84362.576563,85703.453531,52.068245,-967.816810,-1850.078817,89733.243890,78991.909235,2869.008371,105.644732,0.417981,0.000000,0.440000,0.262867,0.509899,0.116400,0.811500,0.072100
2025-03-26,86900.882812,-0.006526,87460.234375,88292.156250,85861.453125,26704046038,84209.534375,85817.495450,50.880178,-774.177622,-1634.898578,89057.396638,79361.672112,2776.678013,106.687516,0.395178,0.000000,0.440000,0.244508,0.501076,0.226223,0.737274,0.036504
2025-03-27,87177.101562,0.003179,86896.257812,87786.726562,85837.937500,24413471941,84231.255859,85946.982810,51.457382,-591.611503,-1426.241163,89130.528275,79331.983444,2603.745536,106.760927,0.373622,0.000000,0.440000,0.239492,0.503535,0.149800,0.555300,0.294900
2025-03-28,84353.148438,-0.032393,87185.234375,87489.859375,83557.640625,34198619509,84141.183594,85795.187933,45.562569,-667.082254,-1274.409381,88957.100238,79325.266949,2565.637835,39.668336,0.429348,0.000000,0.440000,0.251112,0.501426,0.096110,0.669267,0.234623
2025-03-29,82597.585938,-0.020812,84352.070312,84567.335938,81634.140625,16969396135,84241.010938,85490.652362,42.317070,-858.640660,-1191.255637,88825.142900,79656.878975,2701.360491,-50.666489,0.464461,1.000000,0.440000,0.242476,0.503901,0.183700,0.566000,0.250300
2025-03-30,82334.523438,-0.003185,82596.984375,83505.000000,81573.250000,14763760943,84431.137109,85190.066826,41.836172,-1019.919774,-1156.988464,88273.742921,80588.531297,2622.650112,-79.727267,0.475327,1.000000,0.516129,0.230440,0.505182,0.235700,0.722000,0.042300
2025-03-31,82548.914062,0.002604,82336.062500,83870.125000,81293.890625,29004228247,84415.472266,84938.527083,42.410568,-1117.553787,-1149.101529,88287.450375,80543.494156,2647.154576,-82.069840,0.488506,1.000000,0.440000,0.244134,0.511572,0.078400,0.640200,0.281400
2025-04-01,85169.171875,0.031742,82551.921875,85487.367188,82429.359375,28175650319,84487.812891,84960.493363,49.035062,-972.304594,-1113.742142,88359.328658,80616.297123,2658.746094,-4.160504,,,0.440000,0.244134,0.511572,0.173200,0.630350,0.196450
2025-04-02,82485.710938,-0.031507,85180.609375,88466.953125,82343.539062,47584398470,84558.763281,84724.798737,43.514539,-1061.474820,-1103.288677,88212.161242,80905.365320,2778.171317,-7.734754,,,0.545455,0.442527,0.508195,0.268000,0.620500,0.111500
2025-04-03,83102.828125,0.007482,82487.476562,83909.296875,81282.101562,36852112080,84515.449609,84570.324716,45.046768,-1070.015317,-1096.634005,88218.486170,80812.413049,2694.680246,-90.011190,,,0.436364,0.440562,0.510988,0.180600,0.450400,0.369000
2025-04-04,83843.804688,0.008916,83100.250000,84696.148438,81670.750000,45157640207,84490.484375,84501.132077,46.908983,-1005.406957,-1078.388596,88205.127359,80775.841391,2795.694196,-54.488694,,,0.436364,0.440627,0.512296,0.205300,0.445000,0.349700
2025-04-05,83504.796875,-0.004043,83844.703125,84207.015625,82377.734375,14380803631,84536.739844,84406.242694,46.138627,-970.371989,-1056.785274,88173.420319,80900.059369,2866.421875,-57.078410,0.380422,0.000000,0.436364,0.441183,0.515184,0.181900,0.732800,0.085300
2025-04-06,78214.484375,-0.063353,83504.507812,83704.718750,77097.742188,36294853736,84243.679688,83816.549645,36.159119,-1353.861422,-1116.200504,88851.716671,79635.642704,3174.072545,-202.091612,0.410100,0.000000,0.481818,0.445638,0.503919,0.009299,0.598640,0.392061
2025-04-07,79235.335938,0.013052,78221.335938,81119.062500,74436.679688,91262424987,84069.521484,83380.242386,38.905208,-1557.455703,-1204.451544,89158.461720,78980.581248,3421.561942,-221.990903,0.389839,0.000000,0.545455,0.442490,0.518032,0.036800,0.504400,0.458800
2025-04-08,76271.953125,-0.037400,79218.476562,80823.890625,76198.023438,48314590749,83540.407812,82703.260783,34.293728,-1935.602383,-1350.681712,89530.935420,77549.880205,3595.101004,-196.347700,0.426997,0.000000,0.545455,0.446165,0.500542,0.129900,0.575300,0.294800
2025-04-09,82573.953125,0.082625,76273.562500,83541.000000,74589.671875,84213627038,83460.745703,82690.945741,48.322239,-1707.110133,-1421.967396,89458.547948,77462.943458,4060.859933,-101.486774,0.406569,0.000000,0.545455,0.439918,0.506711,0.165900,0.682600,0.151500
2025-04-10,79626.140625,-0.035699,82565.976562,82700.929688,78456.132812,44718000633,83239.890625,82399.058949,43.629844,-1743.781709,-1486.330258,89468.248617,77011.532633,4224.860491,-89.110866,0.414483,0.000000,0.545455,0.445277,0.511134,0.246600,0.618900,0.134500
2025-04-11,83404.835938,0.047455,79625.046875,84247.476562,78936.320312,41656778779,83218.508203,82494.847409,50.293160,-1451.217172,-1479.307641,89441.233972,76995.782434,4323.356027,-29.110484,0.385884,0.000000,0.436364,0.439770,0.508517,0.086000,0.709500,0.204500
2025-04-12,85287.109375,0.022568,83404.515625,85856.187500,82769.375000,24258059104,83180.144922,82760.777560,53.257182,-1055.313998,-1394.508913,89338.383503,77021.906341,4334.328683,44.000085,0.386958,0.000000,0.436364,0.439915,0.494448,0.278400,0.673900,0.047700
2025-04-13,83684.976562,-0.018785,85279.468750,86015.187500,83027.007812,28796984817,82989.448047,82848.796645,50.497038,-860.908668,-1287.788864,88811.625585,77167.270509,4409.787946,39.406121,0.373874,0.000000,0.436364,0.441060,0.499029,0.266727,0.685469,0.047805
2025-04-14,84542.390625,0.010246,83694.523438,85785.000000,83690.640625,34090769777,82842.982422,83010.091528,51.932790,-630.390136,-1156.309118,88328.010754,77357.954089,4375.772879,61.432858,0.381363,0.000000,0.436364,0.438906,0.500295,0.230500,0.647700,0.121800
2025-04-15,83668.992188,-0.010331,84539.695312,86429.351562,83598.820312,28040322885,82681.387891,83072.844049,50.331412,-512.271515,-1027.501598,87844.001994,77518.773788,4359.524554,65.589289,0.384674,0.000000,0.400000,0.439935,0.504857,0.223900,0.627600,0.148500
2025-04-16,84033.867188,0.004361,83674.507812,85428.281250,83100.617188,29617804112,82524.226172,83164.370163,51.011033,-384.784464,-898.958171,87286.435710,77762.016634,4088.399554,60.508910,0.370526,0.000000,0.400000,0.439157,0.507968,0.124200,0.635000,0.240800
2025-04-17,84895.750000,0.010256,84030.671875,85449.070312,83749.750000,21276866029,82551.356250,83329.263647,52.658863,-211.763827,-761.519302,87363.358488,77739.354012,4022.122768,81.701487,0.355385,0.000000,0.400000,0.439622,0.499440,0.131400,0.735300,0.133300
2025-04-18,84450.804688,-0.005241,84900.187500,85095.046875,84298.882812,12728372364,82644.017187,83436.077176,51.692185,-109.286581,-631.072758,87530.562248,77757.472127,3862.891741,72.406004,0.358274,0.000000,0.436364,0.441331,0.502238,0.156916,0.713471,0.129613
2025-04-19,85063.414062,0.007254,84450.867188,85597.703125,84353.460938,15259300427,82780.461719,83591.061769,52.972234,21.115449,-500.635116,87781.669681,77779.253756,3821.103237,79.026578,0.375727,0.000000,0.427273,0.441660,0.500549,0.181900,0.627800,0.190300
2025-04-20,85174.304688,0.001304,85066.070312,85306.382812,83976.843750,14664050812,82911.731250,83741.846921,53.213903,131.887441,-374.130605,88023.937926,77799.524574,3444.143415,66.361516,0.402483,0.000000,0.436364,0.443012,0.502993,0.164316,0.809681,0.026003
2025-04-21,87518.906250,0.027527,85171.539062,88460.093750,85143.835938,41396190190,83029.217969,84101.567099,58.114916,404.202228,-218.464038,88458.060666,77600.375271,3203.705915,132.393323,0.428698,0.000000,0.436364,0.442817,0.498800,0.190300,0.526500,0.283200
2025-04-22,93441.890625,0.067677,87521.875000,93817.382812,87084.531250,55899038456,83577.026953,84991.122262,67.404278,1085.429415,42.314652,90716.539545,76437.514362,3354.204799,237.385453,0.421784,0.000000,0.436364,0.443165,0.501075,0.309300,0.531000,0.159700
2025-04-23,93699.109375,0.002753,93427.585938,94535.734375,91962.960938,41719568821,84106.841016,85820.454825,67.738899,1627.303306,359.312383,92551.554958,75662.127074,2898.593750,240.749429,0.438665,0.000000,0.436364,0.449240,0.503360,0.395000,0.542300,0.062700
2025-04-24,93943.796875,0.002611,93692.398438,94016.195312,91696.710938,31483175315,84611.840625,86594.106834,68.074653,2052.822471,698.014401,94130.063477,75093.617773,2761.071429,198.602640,0.479013,1.000000,0.490909,0.451890,0.493310,0.250600,0.649500,0.099900
2025-04-25,94720.500000,0.008268,93954.250000,95768.390625,92898.593750,40915232364,85172.625781,87368.049389,69.171442,2424.770808,1043.365682,95685.810871,74659.440692,2586.688616,182.090446,0.496324,1.000000,0.545455,0.454791,0.494771,0.561400,0.384200,0.054400
2025-04-26,94646.929688,-0.000777,94714.648438,95251.359375,93927.250000,17612825123,85994.248047,88061.276367,68.929881,2682.681722,1371.228890,96782.633402,75205.862692,2460.781250,148.652945,0.504000,1.000000,0.436364,0.458250,0.494866,0.604040,0.394661,0.001300
2025-04-27,93754.843750,-0.009425,94660.906250,95301.203125,93665.398438,18090367764,86720.223437,88603.521080,65.923595,2783.013923,1653.585897,97547.597378,75892.849497,2364.183036,120.300321,0.472028,1.000000,0.436364,0.461417,0.494391,0.259600,0.643400,0.097000
2025-04-28,94978.750000,0.013054,93755.304688,95598.492188,92860.804688,32363449569,87655.563281,89210.685942,67.986513,2927.539052,1908.376528,97898.833951,77412.292611,2409.730469,107.033624,0.446326,0.000000,0.436364,0.462182,0.491716,0.357800,0.525300,0.116900
2025-04-29,94284.789062,-0.007306,94981.859375,95485.414062,93796.632812,25806129921,88241.105078,89693.934004,65.562929,2952.050452,2117.111313,98599.508840,77882.701316,2328.176897,93.872918,0.432570,0.000000,0.436364,0.466011,0.493615,0.315400,0.614400,0.070200
2025-04-30,94207.312500,-0.000822,94286.468750,95249.320312,92979.640625,28344679831,88970.163672,90123.779692,65.283124,2931.432476,2279.975545,98815.344167,79124.983177,2324.035156,78.588612,0.439046,0.000000,0.436364,0.467427,0.486928,0.306000,0.551300,0.142700
2025-05-01,96492.335938,0.024255,94212.859375,97437.960938,94153.632812,32875889623,89624.538672,90730.309009,69.427286,3064.151778,2436.810792,99650.316711,79598.760633,2437.250000,95.235426,,,0.436364,0.467427,0.486928,0.416400,0.446550,0.137050
2025-05-02,96910.070312,0.004329,96494.968750,97905.898438,96375.945312,26421924677,90205.686719,91318.857836,70.129284,3166.538280,2582.756290,100516.264705,79895.108732,2489.663504,99.558967,,,0.446154,0.491982,0.507649,0.526800,0.341800,0.131400
2025-05-03,95891.796875,-0.010507,96904.632812,96943.882812,95821.289062,15775154889,90816.027734,91754.375928,66.142424,3129.440421,2692.093116,100944.933241,80687.122228,2480.974330,80.792220,,,0.446154,0.495228,0.508657,0.409500,0.542900,0.047600
2025-05-04,94315.976562,-0.016433,95877.187500,96318.921875,94173.429688,18198688416,91304.707031,91998.337938,60.418084,2939.006280,2741.475749,101096.647028,81512.767035,2539.256696,57.665278,,,0.446154,0.497873,0.514388,0.364036,0.627763,0.008201
2025-05-05,94748.054688,0.004581,94319.562500,95193.187500,93566.265625,25816260327,91858.660156,92260.215767,61.404416,2790.780349,2751.336669,101067.982011,82649.338302,2418.589844,47.055135,0.488542,1.000000,0.446154,0.497487,0.520235,0.134100,0.804200,0.061700
2025-05-06,96802.476562,0.021683,94748.382812,96889.179688,93399.859375,26551275827,92497.090625,92692.812098,65.771810,2806.729783,2762.415292,101177.585508,83816.595742,2186.909040,63.842105,0.475751,1.000000,0.446154,0.495554,0.512768,0.155600,0.714900,0.129500
2025-05-07,97032.320312,0.002374,96800.195312,97625.804688,95829.335938,76983822462,93103.919141,93106.098651,66.232189,2805.575252,2771.047284,101225.888325,84981.949956,2131.458705,84.206128,0.472934,1.000000,0.446154,0.497075,0.508604,0.294600,0.650500,0.054900
2025-05-08,103241.460938,0.063990,97034.250000,103969.539062,96913.875000,69895404397,94043.451953,94071.371368,75.729391,3268.012145,2870.440256,102297.054001,85789.849905,2469.757254,187.503404,0.442895,0.000000,0.446154,0.484747,0.506445,0.421700,0.470800,0.107500
2025-05-09,102970.851562,-0.002621,103239.125000,104297.492188,102343.093750,58198593958,94938.823828,94918.941004,74.742753,3571.490921,3010.650389,102972.998394,86904.649262,2404.371652,234.208623,0.450694,1.000000,0.446154,0.489682,0.495726,0.577800,0.385400,0.036800
2025-05-10,104696.328125,0.016757,102973.710938,104961.765625,102830.484375,42276713994,95914.925000,95850.120824,76.816796,3906.202726,3189.760856,103693.578660,88136.271340,2462.026786,220.555996,0.476306,1.000000,0.250000,0.483772,0.501075,0.481000,0.519000,0.000000
2025-05-11,104106.359375,-0.005635,104701.070312,104937.992188,103364.742188,46285517406,96744.297656,96636.429329,74.562269,4076.863285,3367.181342,104287.292829,89201.302484,2457.558594,182.300429,0.495961,1.000000,0.446154,0.485972,0.498724,0.414941,0.585059,0.000000
2025-05-12,102812.953125,-0.012424,104106.960938,105747.453125,100814.406250,63250475404,97212.850781,97224.669739,69.730431,4060.934324,3505.931939,105050.567060,89375.134503,2614.369978,131.505440,0.538862,1.000000,0.446154,0.489488,0.509744,0.413300,0.583900,0.002800
2025-05-13,104169.812500,0.013197,102812.492188,104997.421875,101515.093750,52608876410,97736.385938,97886.111955,71.795330,4110.415055,3626.828562,105974.457885,89498.313990,2742.480469,116.926672,0.510648,1.000000,0.446154,0.489853,0.503092,0.373100,0.585100,0.041800
2025-05-14,103539.414062,-0.006052,104167.328125,104303.562500,102618.296875,45956071155,98216.166797,98424.521716,69.425715,4052.051598,3711.873169,106639.821459,89792.512135,2700.736607,98.757056,0.476894,1.000000,0.446154,0.495782,0.501169,0.350600,0.551200,0.098200
2025-05-15,103744.640625,0.001982,103538.828125,104153.617188,101440.812500,50408241840,98667.373828,98931.199738,69.775454,3976.519305,3764.802396,107267.531485,90067.216171,2659.913504,80.599004,0.475936,1.000000,0.250000,0.498579,0.500720,0.249900,0.630000,0.120100
2025-05-16,103489.289062,-0.002461,103735.656250,104533.484375,103137.476562,44386499364,99109.491797,99365.303507,68.722100,3851.655231,3782.172963,107748.453847,90470.529747,2650.345982,80.812793,0.513960,1.000000,0.250000,0.502357,0.500382,0.329800,0.560800,0.109400
2025-05-17,103191.085938,-0.002881,103489.289062,103716.945312,102659.179688,37898552742,99581.303906,99729.663757,67.441663,3686.145503,3762.967471,108017.259932,91145.347880,2645.715402,64.662390,0.565908,1.000000,0.073529,0.504705,0.510647,0.276000,0.606900,0.117100
2025-05-18,106446.007812,0.031543,103186.953125,106597.171875,103142.601562,49887082058,100154.666797,100369.315601,73.291286,3774.116618,3765.197301,108828.901955,91480.431639,2739.220982,92.771186,0.599294,1.000000,0.000000,0.501112,0.499152,0.264726,0.638464,0.096810
2025-05-19,105606.179688,-0.007890,106430.531250,107068.718750,102112.687500,61761126647,100720.736328,100868.064582,69.806348,3733.035259,3758.764892,109258.652047,92182.820609,2977.014509,78.521947,0.642127,1.000000,0.000000,0.505823,0.499324,0.274300,0.675700,0.050000
2025-05-20,106791.085938,0.011220,105605.406250,107307.117188,104206.515625,36515726122,101349.925000,101432.161875,71.840773,3752.829551,3757.577824,109719.832371,92980.017629,2949.248884,93.768247,0.663461,1.000000,0.000000,0.503047,0.502767,0.287700,0.678700,0.033600
2025-05-21,109678.078125,0.027034,106791.312500,110724.460938,106127.234375,78086364051,102009.212109,102217.487258,76.071276,3955.871590,3797.236577,110833.003904,93185.420315,3149.303013,135.933113,0.698081,1.000000,0.000000,0.500287,0.499794,0.354800,0.346800,0.298400
2025-05-22,111673.281250,0.018191,109673.492188,111970.171875,109285.070312,70157575642,102747.372656,103118.039094,78.477769,4229.030197,3883.595301,112221.181963,93273.563350,2837.119978,165.284982,0.703736,1.000000,0.000000,0.500660,0.498169,0.297000,0.593100,0.109900
2025-05-23,107287.796875,-0.039271,111679.359375,111798.906250,106841.304688,67548133399,103317.172656,103515.158893,63.387867,4045.010546,3915.878350,112418.359857,94215.985456,3051.634487,118.964998,0.707582,1.000000,0.000000,0.506417,0.501732,0.281500,0.477600,0.240900
2025-05-24,107791.156250,0.004692,107278.507812,109454.523438,106895.289062,45903627163,103990.931641,103922.396747,64.237847,3894.892583,3911.681197,112241.815037,95740.048245,3082.202567,103.041890,0.708162,1.000000,0.000000,0.500623,0.500343,0.268800,0.516200,0.215000
2025-05-25,109035.390625,0.011543,107802.273438,109313.304688,106683.375000,47518041841,104705.298437,104409.348556,66.319331,3832.147591,3895.774476,112005.990669,97404.606206,3157.679688,100.526151,0.707656,1.000000,0.000000,0.498706,0.500477,0.198000,0.749200,0.052800
2025-05-26,109440.367188,0.003714,109023.781250,110376.882812,108735.640625,45950461571,105337.192969,104888.493197,66.992728,3771.622990,3870.944179,111909.158581,98765.227356,2922.550781,116.791259,0.699143,1.000000,0.000000,0.498861,0.499052,0.187900,0.712600,0.099500
2025-05-27,108994.640625,-0.004073,109440.406250,110744.210938,107609.554688,57450176272,105935.308984,105279.554864,65.441878,3645.665468,3825.888437,111410.749562,100459.868407,2897.717076,94.745349,0.698285,1.000000,0.000000,0.497826,0.498834,0.170300,0.756400,0.073300
2025-05-28,107802.328125,-0.010939,108992.171875,109298.289062,106812.929688,49155377493,106163.352344,105519.818988,61.350527,3410.321594,3742.775068,111545.506147,100781.198541,2954.866629,55.923394,0.699306,1.000000,0.000000,0.500091,0.505955,0.245200,0.639900,0.114900
2025-05-29,105641.757812,-0.020042,107795.570312,108910.046875,105374.398438,56022752042,106296.897656,105531.432210,54.679421,3014.718267,3597.163708,111474.162033,101119.633280,3013.641183,14.395445,0.678931,1.000000,0.000000,0.503225,0.515237,0.196580,0.697730,0.105689
2025-05-30,103998.570312,-0.015554,105646.210938,106308.945312,103685.789062,57655287183,106262.009766,105385.445360,50.207903,2539.336499,3385.598266,111493.804425,101030.215106,3101.294643,-44.759637,0.635566,1.000000,0.132353,0.506400,0.519275,0.233900,0.567900,0.198200
2025-05-31,104638.093750,0.006149,103994.718750,104927.101562,103136.117188,38997843858,106288.596484,105314.269016,51.857999,2188.964164,3146.271446,111479.511534,101097.681434,3153.667411,-57.768078,0.565113,1.000000,0.000000,0.506051,0.531763,0.252800,0.617700,0.129500
2025-06-01,105652.101562,0.009691,104637.296875,105884.546875,103826.953125,37397056873,106430.553906,105346.443544,54.436321,1970.399919,2911.097140,111370.479036,101490.628777,3053.883371,-35.834121,,,0.000000,0.506051,0.531763,0.237600,0.688050,0.074350
2025-06-02,105881.531250,0.002172,105649.812500,105958.312500,103727.546875,45819706290,106516.139844,105397.404279,55.023261,1795.007496,2687.879211,111349.305124,101682.974564,2859.221540,-37.525542,,,0.000000,0.518852,0.507639,0.222400,0.758400,0.019200
2025-06-03,105432.468750,-0.004241,105888.476562,106813.578125,104920.843750,46196508367,106610.792578,105400.743752,53.568713,1601.313225,2470.566014,111269.498640,101952.086516,2772.945312,-25.264444,,,0.000000,0.519068,0.517980,0.250800,0.672200,0.077000
2025-06-04,104731.984375,-0.006644,105434.367188,105997.695312,104232.703125,44544857105,106660.159766,105337.052382,51.290997,1375.430806,2251.538972,111210.652537,102109.666995,2570.642857,-55.472550,,,0.000000,0.519878,0.521074,0.000000,0.999700,0.000300
2025-06-05,101575.953125,-0.030134,104750.781250,105936.687500,100436.882812,57479298400,106564.492969,104978.852450,42.518995,931.019931,1987.435164,111462.825007,101666.160930,2771.693080,-132.299535,0.474155,1.000000,0.448276,0.517834,0.540160,0.000000,1.000000,0.000000
2025-06-06,104390.343750,0.027707,101574.367188,105376.773438,101169.570312,48856653697,106624.455859,104922.804002,50.627976,796.734544,1749.295040,111376.076269,101872.835449,2718.093192,-100.046751,0.478190,1.000000,0.448276,0.521501,0.520833,0.153000,0.513700,0.333300
2025-06-07,105615.625000,0.011737,104390.648438,105972.757812,103987.312500,38365033776,106582.936719,104988.786955,53.690954,780.188790,1555.473790,111355.587482,101810.285956,2677.108259,-45.971606,0.462960,1.000000,0.000000,0.526303,0.512503,0.435333,0.342467,0.222200
2025-06-08,105793.648438,0.001686,105617.507812,106497.062500,105075.328125,36626232328,106592.310156,105065.440430,54.136159,772.535845,1398.886201,111357.614414,101827.005899,2590.808594,-27.448231,0.461038,1.000000,0.000000,0.526065,0.514198,0.717667,0.171233,0.111100
2025-06-09,110294.101562,0.042540,105793.023438,110561.421875,105400.234375,55903193732,106767.460938,105563.408159,63.650102,1116.746488,1342.458258,111812.808644,101722.113231,2842.233259,68.700925,0.499111,1.000000,0.000000,0.517066,0.505058,1.000000,0.000000,0.000000
2025-06-10,110257.234375,-0.000334,110295.687500,110380.125000,108367.710938,54700101509,106796.418750,106010.439229,63.533833,1370.759763,1348.118559,111918.175011,101674.662489,2762.073103,95.849325,0.591323,1.000000,0.000000,0.516006,0.505435,0.537300,0.462700,0.000000
2025-06-11,108686.625000,-0.014245,110261.796875,110384.218750,108086.328125,50842662052,106647.085938,106265.314066,58.621014,1428.861081,1364.267064,111325.073026,101969.098849,2748.682478,83.139788,0.648975,1.000000,0.000000,0.508283,0.513162,0.074600,0.925400,0.000000
2025-06-12,105929.054688,-0.025372,108685.914062,108780.695312,105785.687500,54843867968,106579.148828,106233.289363,51.143471,1238.121687,1339.037989,111257.422792,101900.874865,2710.065290,9.976836,0.627384,1.000000,0.448276,0.504668,0.512098,0.000000,1.000000,0.000000
2025-06-13,106090.968750,0.001529,105924.593750,106182.546875,102822.023438,69550440846,106494.139453,106219.735019,51.534385,1087.488560,1288.728103,111141.368407,101846.910500,2762.734375,-50.225765,0.604692,1.000000,0.448276,0.502354,0.523457,0.000000,1.000000,0.000000
2025-06-14,105472.406250,-0.005830,106108.085938,106203.757812,104379.367188,38007870453,106315.990234,106148.560850,49.892004,907.734116,1212.529306,110824.128812,101807.851656,2765.120536,-34.462639,0.543524,1.000000,0.000000,0.509589,0.512850,0.000000,1.000000,0.000000
2025-06-15,105552.023438,0.000755,105464.843750,106157.101562,104519.882812,36744307742,106121.573047,106091.747763,50.112387,762.907541,1122.604953,110391.460064,101851.686030,2735.093750,-27.277019,0.506692,1.000000,0.000000,0.511154,0.513823,0.000000,1.000000,0.000000
2025-06-16,106796.757812,0.011793,105555.593750,108915.375000,104997.625000,50366626945,106011.678906,106158.891577,53.551871,740.040352,1046.092033,110078.528576,101944.829237,2855.592634,45.082365,0.508198,1.000000,0.224138,0.509870,0.510430,0.000000,1.000000,0.000000
