date,proba_rfc_cal,proba_sgd_cal,y_true,month
2022-08-19,0.588235,0.455727,1,2022-08
2022-08-20,0.393443,0.456032,1,2022-08
2022-08-21,0.393443,0.455265,0,2022-08
2022-08-22,0.393443,0.455120,1,2022-08
2022-08-23,0.393443,0.454879,0,2022-08
2022-08-24,0.393443,0.455075,1,2022-08
2022-08-25,0.393443,0.454716,0,2022-08
2022-08-26,0.393443,0.455351,0,2022-08
2022-08-27,0.393443,0.455867,0,2022-08
2022-08-28,0.393443,0.456085,1,2022-08
2022-08-29,0.393443,0.454632,0,2022-08
2022-08-30,0.393443,0.454821,1,2022-08
2022-08-31,0.393443,0.454647,1,2022-08
2022-09-02,0.404762,0.426963,0,2022-09
2022-09-03,0.404762,0.429815,1,2022-09
2022-09-04,0.404762,0.430917,0,2022-09
2022-09-05,0.404762,0.433324,0,2022-09
2022-09-06,0.404762,0.435119,1,2022-09
2022-09-07,0.404762,0.436505,1,2022-09
2022-09-08,0.404762,0.436035,1,2022-09
2022-09-09,0.404762,0.424709,1,2022-09
2022-09-10,0.404762,0.420941,1,2022-09
2022-09-11,0.404762,0.418347,1,2022-09
2022-09-12,0.404762,0.414799,0,2022-09
2022-09-13,0.404762,0.413955,0,2022-09
2022-09-14,0.404762,0.421192,0,2022-09
2022-09-15,0.404762,0.420477,1,2022-09
2022-09-16,0.404762,0.421155,1,2022-09
2022-09-17,0.404762,0.420416,0,2022-09
2022-09-18,0.404762,0.419083,1,2022-09
2022-09-19,0.404762,0.418594,0,2022-09
2022-09-20,0.404762,0.420108,0,2022-09
2022-09-21,0.404762,0.421804,1,2022-09
2022-09-22,0.404762,0.420049,0,2022-09
2022-09-23,0.404762,0.417165,0,2022-09
2022-09-24,0.404762,0.419220,0,2022-09
2022-09-25,0.404762,0.420602,1,2022-09
2022-09-26,0.404762,0.418755,0,2022-09
2022-09-27,0.404762,0.417517,1,2022-09
2022-09-28,0.404762,0.414919,1,2022-09
2022-09-29,0.404762,0.414419,0,2022-09
2022-09-30,0.404762,0.416692,0,2022-09
2022-10-02,0.474359,0.385075,1,2022-10
2022-10-03,0.348291,0.396597,1,2022-10
2022-10-04,0.474359,0.415396,0,2022-10
2022-10-05,0.474359,0.411919,0,2022-10
2022-10-06,0.474359,0.393005,0,2022-10
2022-10-07,0.474359,0.376662,0,2022-10
2022-10-08,0.474359,0.366347,1,2022-10
2022-10-09,0.474359,0.365752,0,2022-10
2022-10-10,0.474359,0.360696,0,2022-10
2022-10-11,0.474359,0.355537,1,2022-10
2022-10-12,0.474359,0.361008,1,2022-10
2022-10-13,0.474359,0.385619,0,2022-10
2022-10-14,0.474359,0.369919,0,2022-10
2022-10-15,0.474359,0.361555,1,2022-10
2022-10-16,0.474359,0.372089,1,2022-10
2022-10-17,0.474359,0.390436,0,2022-10
2022-10-18,0.474359,0.380875,0,2022-10
2022-10-19,0.474359,0.364929,0,2022-10
2022-10-20,0.474359,0.359008,1,2022-10
2022-10-21,0.474359,0.369593,1,2022-10
2022-10-22,0.474359,0.369667,1,2022-10
2022-10-23,0.474359,0.395702,0,2022-10
2022-10-24,0.474359,0.377069,1,2022-10
2022-10-25,0.474359,0.410717,1,2022-10
2022-10-26,0.474359,0.436370,0,2022-10
2022-10-27,0.479487,0.407875,1,2022-10
2022-10-28,1.000000,0.408643,1,2022-10
2022-10-29,0.583333,0.414880,0,2022-10
2022-10-30,0.474359,0.405776,0,2022-10
2022-10-31,0.494872,0.396237,0,2022-10
2022-11-02,0.421053,0.411207,1,2022-11
2022-11-03,0.392857,0.435578,1,2022-11
2022-11-04,0.421053,0.400541,1,2022-11
2022-11-05,0.392857,0.447477,0,2022-11
2022-11-06,0.421053,0.452606,0,2022-11
2022-11-07,0.392857,0.419676,0,2022-11
2022-11-08,0.555556,0.341128,0,2022-11
2022-11-09,0.421053,0.429187,1,2022-11
2022-11-10,0.421053,0.450395,0,2022-11
2022-11-11,0.421053,0.521836,0,2022-11
2022-11-12,0.555556,0.572134,0,2022-11
2022-11-13,0.555556,0.586578,1,2022-11
2022-11-14,1.000000,0.543437,1,2022-11
2022-11-15,0.555556,0.555498,0,2022-11
2022-11-16,0.555556,0.559236,1,2022-11
2022-11-17,0.555556,0.560801,1,2022-11
2022-11-18,0.421053,0.552982,1,2022-11
2022-11-19,0.421053,0.564280,0,2022-11
2022-11-20,0.392857,0.554137,0,2022-11
2022-11-21,0.421053,0.526511,1,2022-11
2022-11-22,0.555556,0.529225,1,2022-11
2022-11-23,0.421053,0.513840,0,2022-11
2022-11-24,0.421053,0.512553,0,2022-11
2022-11-25,0.392857,0.512635,0,2022-11
2022-11-26,0.392857,0.497627,0,2022-11
2022-11-27,0.392857,0.473832,0,2022-11
2022-11-28,0.555556,0.456275,1,2022-11
2022-11-29,0.421053,0.461636,1,2022-11
2022-11-30,0.392857,0.447175,0,2022-11
2022-12-02,0.512195,0.489998,0,2022-12
2022-12-03,0.428571,0.485698,1,2022-12
2022-12-04,0.360000,0.482380,0,2022-12
2022-12-05,0.512195,0.477547,1,2022-12
2022-12-06,0.360000,0.474473,0,2022-12
2022-12-07,0.360000,0.469178,1,2022-12
2022-12-08,0.360000,0.465921,0,2022-12
2022-12-09,0.360000,0.462903,0,2022-12
2022-12-10,0.000000,0.460709,0,2022-12
2022-12-11,0.180000,0.458494,1,2022-12
2022-12-12,0.090000,0.453587,1,2022-12
2022-12-13,0.360000,0.447881,1,2022-12
2022-12-14,0.360000,0.445213,0,2022-12
2022-12-15,0.360000,0.442061,0,2022-12
2022-12-16,0.428571,0.439186,1,2022-12
2022-12-17,0.360000,0.442652,0,2022-12
2022-12-18,0.360000,0.442113,0,2022-12
2022-12-19,0.360000,0.440274,1,2022-12
2022-12-20,0.270000,0.440096,0,2022-12
2022-12-21,0.000000,0.440318,1,2022-12
2022-12-22,0.000000,0.439847,0,2022-12
2022-12-23,0.000000,0.442193,1,2022-12
2022-12-24,0.000000,0.442310,0,2022-12
2022-12-25,0.000000,0.441827,1,2022-12
2022-12-26,0.000000,0.441590,0,2022-12
2022-12-27,0.000000,0.441460,0,2022-12
2022-12-28,0.360000,0.443324,1,2022-12
2022-12-29,0.360000,0.443563,0,2022-12
2022-12-30,0.360000,0.442768,0,2022-12
2022-12-31,0.428571,0.445179,1,2022-12
2023-01-02,0.352941,0.465200,0,2023-01
2023-01-03,0.352941,0.477063,1,2023-01
2023-01-04,0.352941,0.441554,0,2023-01
2023-01-05,0.352941,0.438148,1,2023-01
2023-01-06,0.352941,0.409266,1,2023-01
2023-01-07,0.352941,0.395785,1,2023-01
2023-01-08,0.363636,0.364794,1,2023-01
2023-01-09,0.541667,0.354315,1,2023-01
2023-01-10,0.562500,0.298934,1,2023-01
2023-01-11,0.541667,0.238356,1,2023-01
2023-01-12,0.363636,0.198517,1,2023-01
2023-01-13,0.352941,0.159615,1,2023-01
2023-01-14,0.352941,0.149152,0,2023-01
2023-01-15,0.352941,0.127325,1,2023-01
2023-01-16,0.352941,0.125044,0,2023-01
2023-01-17,0.352941,0.115364,0,2023-01
2023-01-18,0.541667,0.154791,1,2023-01
2023-01-19,0.500000,0.135379,1,2023-01
2023-01-20,0.352941,0.117660,1,2023-01
2023-01-21,0.333333,0.108270,0,2023-01
2023-01-22,0.333333,0.098737,1,2023-01
2023-01-23,0.333333,0.094010,0,2023-01
2023-01-24,0.352941,0.105187,1,2023-01
2023-01-25,0.352941,0.099821,0,2023-01
2023-01-26,0.363636,0.096642,1,2023-01
2023-01-27,0.500000,0.091767,0,2023-01
2023-01-28,0.541667,0.086337,1,2023-01
2023-01-29,0.363636,0.086273,0,2023-01
2023-01-30,0.541667,0.135879,1,2023-01
2023-01-31,0.541667,0.133389,1,2023-01
2023-02-02,0.555556,0.517190,0,2023-02
2023-02-03,0.555556,0.518108,0,2023-02
2023-02-04,0.555556,0.515924,0,2023-02
2023-02-05,0.555556,0.507209,0,2023-02
2023-02-06,0.555556,0.503342,1,2023-02
2023-02-07,0.500000,0.512078,0,2023-02
2023-02-08,0.500000,0.504613,0,2023-02
2023-02-09,0.625000,0.485711,0,2023-02
2023-02-10,0.625000,0.485323,1,2023-02
2023-02-11,0.625000,0.493248,0,2023-02
2023-02-12,0.625000,0.495096,1,2023-02
2023-02-13,0.555556,0.498587,1,2023-02
2023-02-14,0.500000,0.509311,1,2023-02
2023-02-15,0.518519,0.536519,0,2023-02
2023-02-16,0.500000,0.521430,1,2023-02
2023-02-17,0.500000,0.526476,1,2023-02
2023-02-18,0.500000,0.524755,0,2023-02
2023-02-19,0.500000,0.517906,1,2023-02
2023-02-20,0.500000,0.522183,0,2023-02
2023-02-21,0.500000,0.514263,0,2023-02
2023-02-22,0.500000,0.510480,0,2023-02
2023-02-23,0.500000,0.506182,0,2023-02
2023-02-24,0.333333,0.496621,0,2023-02
2023-02-25,0.500000,0.497453,1,2023-02
2023-02-26,0.500000,0.505021,0,2023-02
2023-02-27,0.500000,0.506412,0,2023-02
2023-02-28,0.500000,0.501141,1,2023-02
2023-03-02,0.476190,0.501993,0,2023-03
2023-03-03,0.476190,0.505555,0,2023-03
2023-03-04,0.785714,0.488128,1,2023-03
2023-03-05,0.476190,0.492883,0,2023-03
2023-03-06,0.476190,0.499240,0,2023-03
2023-03-07,0.476190,0.506948,0,2023-03
2023-03-08,0.476190,0.507593,0,2023-03
2023-03-09,0.476190,0.512749,0,2023-03
2023-03-10,0.476190,0.525662,1,2023-03
2023-03-11,0.476190,0.519151,1,2023-03
2023-03-12,0.333333,0.521628,1,2023-03
2023-03-13,0.476190,0.555881,1,2023-03
2023-03-14,0.476190,0.570318,0,2023-03
2023-03-15,0.333333,0.552936,1,2023-03
2023-03-16,0.476190,0.540067,1,2023-03
2023-03-17,0.476190,0.562797,0,2023-03
2023-03-18,0.476190,0.541035,1,2023-03
2023-03-19,0.785714,0.539830,0,2023-03
2023-03-20,0.785714,0.540844,1,2023-03
2023-03-21,0.785714,0.524594,0,2023-03
2023-03-22,0.785714,0.513369,1,2023-03
2023-03-23,0.476190,0.500516,0,2023-03
2023-03-24,0.476190,0.496753,1,2023-03
2023-03-25,0.476190,0.479013,1,2023-03
2023-03-26,0.476190,0.478218,0,2023-03
2023-03-27,0.785714,0.478544,1,2023-03
2023-03-28,0.476190,0.478163,1,2023-03
2023-03-29,0.476190,0.485081,0,2023-03
2023-03-30,0.476190,0.488758,1,2023-03
2023-03-31,0.476190,0.486115,0,2023-03
2023-04-02,0.500000,0.476270,0,2023-04
2023-04-03,0.500000,0.463755,1,2023-04
2023-04-04,0.500000,0.467978,1,2023-04
2023-04-05,0.475000,0.466723,0,2023-04
2023-04-06,0.500000,0.469037,0,2023-04
2023-04-07,0.500000,0.468908,1,2023-04
2023-04-08,0.500000,0.473914,1,2023-04
2023-04-09,0.475000,0.487748,1,2023-04
2023-04-10,0.500000,0.511930,1,2023-04
2023-04-11,0.500000,0.515703,0,2023-04
2023-04-12,0.500000,0.513822,1,2023-04
2023-04-13,0.500000,0.515140,1,2023-04
2023-04-14,0.475000,0.516228,0,2023-04
2023-04-15,0.500000,0.514171,0,2023-04
2023-04-16,0.500000,0.515672,0,2023-04
2023-04-17,0.500000,0.472056,1,2023-04
2023-04-18,0.500000,0.495404,0,2023-04
2023-04-19,0.475000,0.447605,0,2023-04
2023-04-20,0.475000,0.440210,0,2023-04
2023-04-21,0.500000,0.438423,1,2023-04
2023-04-22,0.500000,0.465888,0,2023-04
2023-04-23,0.636364,0.472826,0,2023-04
2023-04-24,0.636364,0.477773,1,2023-04
2023-04-25,0.500000,0.505193,1,2023-04
2023-04-26,0.500000,0.504132,1,2023-04
2023-04-27,0.475000,0.522957,0,2023-04
2023-04-28,0.500000,0.523720,0,2023-04
2023-04-29,0.500000,0.520106,1,2023-04
2023-04-30,0.500000,0.514875,0,2023-04
2023-05-02,0.355556,0.480822,1,2023-05
2023-05-03,0.355556,0.479124,0,2023-05
2023-05-04,0.355556,0.476837,1,2023-05
2023-05-05,0.355556,0.463665,0,2023-05
2023-05-06,0.355556,0.474552,0,2023-05
2023-05-07,0.355556,0.475875,0,2023-05
2023-05-08,0.355556,0.493308,0,2023-05
2023-05-09,0.355556,0.494905,0,2023-05
2023-05-10,0.355556,0.505582,0,2023-05
2023-05-11,0.355556,0.520058,0,2023-05
2023-05-12,0.355556,0.532898,0,2023-05
2023-05-13,0.355556,0.531803,1,2023-05
2023-05-14,0.355556,0.535255,1,2023-05
2023-05-15,0.355556,0.534728,0,2023-05
2023-05-16,0.355556,0.536534,1,2023-05
2023-05-17,0.355556,0.532048,0,2023-05
2023-05-18,0.355556,0.538910,1,2023-05
2023-05-19,0.355556,0.530100,1,2023-05
2023-05-20,0.355556,0.524895,0,2023-05
2023-05-21,0.355556,0.529675,1,2023-05
2023-05-22,0.355556,0.525784,1,2023-05
2023-05-23,0.355556,0.518163,0,2023-05
2023-05-24,0.355556,0.532219,1,2023-05
2023-05-25,0.355556,0.522850,1,2023-05
2023-05-26,0.355556,0.515074,1,2023-05
2023-05-27,0.355556,0.508724,1,2023-05
2023-05-28,0.355556,0.493283,0,2023-05
2023-05-29,0.355556,0.490656,0,2023-05
2023-05-30,0.355556,0.482225,0,2023-05
2023-05-31,0.355556,0.488875,0,2023-05
2023-06-02,0.514286,0.488945,0,2023-06
2023-06-03,0.481481,0.484959,1,2023-06
2023-06-04,0.481481,0.485579,0,2023-06
2023-06-05,0.416667,0.525902,1,2023-06
2023-06-06,0.400000,0.490688,0,2023-06
2023-06-07,0.416667,0.501991,1,2023-06
2023-06-08,0.514286,0.490576,0,2023-06
2023-06-09,0.514286,0.489745,0,2023-06
2023-06-10,0.400000,0.509372,1,2023-06
2023-06-11,0.514286,0.496005,0,2023-06
2023-06-12,0.514286,0.497722,1,2023-06
2023-06-13,0.481481,0.500931,0,2023-06
2023-06-14,0.481481,0.511405,1,2023-06
2023-06-15,0.416667,0.500302,1,2023-06
2023-06-16,0.481481,0.480965,1,2023-06
2023-06-17,0.514286,0.473384,0,2023-06
2023-06-18,0.514286,0.477975,1,2023-06
2023-06-19,0.514286,0.471778,1,2023-06
2023-06-20,0.481481,0.457869,1,2023-06
2023-06-21,0.514286,0.457135,0,2023-06
2023-06-22,0.514286,0.442418,1,2023-06
2023-06-23,0.514286,0.440650,0,2023-06
2023-06-24,0.514286,0.425424,0,2023-06
2023-06-25,0.514286,0.426813,0,2023-06
2023-06-26,0.400000,0.434936,1,2023-06
2023-06-27,0.400000,0.429543,0,2023-06
2023-06-28,0.416667,0.440402,1,2023-06
2023-06-29,0.416667,0.433685,1,2023-06
2023-06-30,0.400000,0.446349,1,2023-06
2023-07-02,0.400000,0.466307,1,2023-07
2023-07-03,0.400000,0.412351,0,2023-07
2023-07-04,0.400000,0.446174,0,2023-07
2023-07-05,0.500000,0.460661,0,2023-07
2023-07-06,0.500000,0.437070,1,2023-07
2023-07-07,0.500000,0.456780,0,2023-07
2023-07-08,0.500000,0.480861,0,2023-07
2023-07-09,0.500000,0.461336,1,2023-07
2023-07-10,0.500000,0.396534,1,2023-07
2023-07-11,0.500000,0.399693,0,2023-07
2023-07-12,0.500000,0.399435,1,2023-07
2023-07-13,0.578947,0.305975,0,2023-07
2023-07-14,0.500000,0.389271,0,2023-07
2023-07-15,0.500000,0.446838,0,2023-07
2023-07-16,0.500000,0.454256,0,2023-07
2023-07-17,0.500000,0.442883,0,2023-07
2023-07-18,0.578947,0.462695,1,2023-07
2023-07-19,0.500000,0.460242,0,2023-07
2023-07-20,0.500000,0.458621,1,2023-07
2023-07-21,0.500000,0.473699,0,2023-07
2023-07-22,0.500000,0.503355,1,2023-07
2023-07-23,0.500000,0.472339,0,2023-07
2023-07-24,0.500000,0.502285,1,2023-07
2023-07-25,0.500000,0.518829,1,2023-07
2023-07-26,0.000000,0.495843,0,2023-07
2023-07-27,0.400000,0.523153,1,2023-07
2023-07-28,0.400000,0.512349,1,2023-07
2023-07-29,0.500000,0.536920,0,2023-07
2023-07-30,0.400000,0.530185,0,2023-07
2023-07-31,0.500000,0.506780,1,2023-07
2023-08-02,0.491803,0.533453,1,2023-08
2023-08-03,0.491803,0.528831,0,2023-08
2023-08-04,0.491803,0.534403,0,2023-08
2023-08-05,0.491803,0.531222,0,2023-08
2023-08-06,0.491803,0.535342,1,2023-08
2023-08-07,0.491803,0.532514,1,2023-08
2023-08-08,0.461538,0.501383,0,2023-08
2023-08-09,0.461538,0.516073,0,2023-08
2023-08-10,0.491803,0.516840,0,2023-08
2023-08-11,0.491803,0.516753,1,2023-08
2023-08-12,0.491803,0.511996,0,2023-08
2023-08-13,0.491803,0.522906,1,2023-08
2023-08-14,0.491803,0.522081,0,2023-08
2023-08-15,0.491803,0.537053,0,2023-08
2023-08-16,0.491803,0.567466,0,2023-08
2023-08-17,0.491803,0.598424,0,2023-08
2023-08-18,0.491803,0.610435,1,2023-08
2023-08-19,0.491803,0.591719,1,2023-08
2023-08-20,0.491803,0.586488,0,2023-08
2023-08-21,0.491803,0.596239,0,2023-08
2023-08-22,0.491803,0.599926,1,2023-08
2023-08-23,0.491803,0.580946,0,2023-08
2023-08-24,0.491803,0.581555,0,2023-08
2023-08-25,0.491803,0.588581,0,2023-08
2023-08-26,0.491803,0.586648,1,2023-08
2023-08-27,0.491803,0.585290,1,2023-08
2023-08-28,0.491803,0.594910,1,2023-08
2023-08-29,0.491803,0.525230,0,2023-08
2023-08-30,0.491803,0.523546,0,2023-08
2023-08-31,0.461538,0.559252,0,2023-08
2023-09-02,0.500000,0.469303,1,2023-09
2023-09-03,0.500000,0.468756,0,2023-09
2023-09-04,0.587302,0.473571,0,2023-09
2023-09-05,0.666667,0.477436,0,2023-09
2023-09-06,0.634921,0.477572,1,2023-09
2023-09-07,0.500000,0.460759,0,2023-09
2023-09-08,0.571429,0.468039,0,2023-09
2023-09-09,0.587302,0.470004,0,2023-09
2023-09-10,0.666667,0.471077,0,2023-09
2023-09-11,0.492308,0.481830,1,2023-09
2023-09-12,0.492308,0.459713,1,2023-09
2023-09-13,0.492308,0.449555,1,2023-09
2023-09-14,0.492308,0.442632,1,2023-09
2023-09-15,0.492308,0.441050,0,2023-09
2023-09-16,0.492308,0.443612,0,2023-09
2023-09-17,0.492308,0.444991,1,2023-09
2023-09-18,0.277778,0.439633,1,2023-09
2023-09-19,0.277778,0.428266,0,2023-09
2023-09-20,0.277778,0.430881,0,2023-09
2023-09-21,0.492308,0.448977,1,2023-09
2023-09-22,0.492308,0.449949,0,2023-09
2023-09-23,0.492308,0.449545,0,2023-09
2023-09-24,0.492308,0.459070,1,2023-09
2023-09-25,0.492308,0.456844,0,2023-09
2023-09-26,0.492308,0.459721,1,2023-09
2023-09-27,0.492308,0.453566,1,2023-09
2023-09-28,0.492308,0.429383,0,2023-09
2023-09-29,0.492308,0.434449,1,2023-09
2023-09-30,0.492308,0.433821,1,2023-09
2023-10-02,0.459016,0.320256,0,2023-10
2023-10-03,0.400000,0.325088,1,2023-10
2023-10-04,0.400000,0.292900,0,2023-10
2023-10-05,0.000000,0.340015,1,2023-10
2023-10-06,0.000000,0.300938,1,2023-10
2023-10-07,0.459016,0.285507,0,2023-10
2023-10-08,0.459016,0.287354,0,2023-10
2023-10-09,0.320000,0.335621,0,2023-10
2023-10-10,0.459016,0.361940,0,2023-10
2023-10-11,0.459016,0.419780,0,2023-10
2023-10-12,0.459016,0.430283,1,2023-10
2023-10-13,0.459016,0.427598,0,2023-10
2023-10-14,0.459016,0.406038,1,2023-10
2023-10-15,0.459016,0.365119,1,2023-10
2023-10-16,0.400000,0.283831,0,2023-10
2023-10-17,0.360000,0.270072,0,2023-10
2023-10-18,0.120000,0.282376,1,2023-10
2023-10-19,0.400000,0.261615,1,2023-10
2023-10-20,0.400000,0.229117,1,2023-10
2023-10-21,0.459016,0.202555,1,2023-10
2023-10-22,0.459016,0.195235,1,2023-10
2023-10-23,0.459016,0.196277,1,2023-10
2023-10-24,0.459016,0.192049,1,2023-10
2023-10-25,0.459016,0.160025,0,2023-10
2023-10-26,0.400000,0.159553,0,2023-10
2023-10-27,0.400000,0.161821,1,2023-10
2023-10-28,0.459016,0.151402,1,2023-10
2023-10-29,0.459016,0.140285,0,2023-10
2023-10-30,0.459016,0.136656,1,2023-10
2023-10-31,0.459016,0.127745,1,2023-10
2023-11-02,0.491803,0.579558,0,2023-11
2023-11-03,0.491803,0.578772,1,2023-11
2023-11-04,0.491803,0.585438,0,2023-11
2023-11-05,0.491803,0.582363,0,2023-11
2023-11-06,0.491803,0.582913,1,2023-11
2023-11-07,0.491803,0.584132,1,2023-11
2023-11-08,0.491803,0.590934,1,2023-11
2023-11-09,0.491803,0.603941,1,2023-11
2023-11-10,0.491803,0.615654,0,2023-11
2023-11-11,0.491803,0.623490,0,2023-11
2023-11-12,0.491803,0.623451,0,2023-11
2023-11-13,0.491803,0.620901,0,2023-11
2023-11-14,0.491803,0.608060,1,2023-11
2023-11-15,0.491803,0.625774,0,2023-11
2023-11-16,0.500000,0.612684,1,2023-11
2023-11-17,0.491803,0.621025,0,2023-11
2023-11-18,0.491803,0.618804,1,2023-11
2023-11-19,0.491803,0.623443,1,2023-11
2023-11-20,0.491803,0.623801,0,2023-11
2023-11-21,0.491803,0.604669,1,2023-11
2023-11-22,0.500000,0.616898,0,2023-11
2023-11-23,0.491803,0.619904,1,2023-11
2023-11-24,0.491803,0.625083,1,2023-11
2023-11-25,0.491803,0.626615,0,2023-11
2023-11-26,0.491803,0.621065,0,2023-11
2023-11-27,0.491803,0.616490,1,2023-11
2023-11-28,0.491803,0.620305,1,2023-11
2023-11-29,0.491803,0.622876,0,2023-11
2023-11-30,0.491803,0.620120,1,2023-11
2023-12-02,0.562500,0.511628,1,2023-12
2023-12-03,0.562500,0.511709,1,2023-12
2023-12-04,0.562500,0.512198,1,2023-12
2023-12-05,0.562500,0.512574,0,2023-12
2023-12-06,0.460000,0.512467,0,2023-12
2023-12-07,0.460000,0.512261,1,2023-12
2023-12-08,0.460000,0.512501,0,2023-12
2023-12-09,0.460000,0.512224,1,2023-12
2023-12-10,0.460000,0.512175,0,2023-12
2023-12-11,0.565217,0.510869,1,2023-12
2023-12-12,0.565217,0.511131,1,2023-12
2023-12-13,0.565217,0.511318,1,2023-12
2023-12-14,0.565217,0.511193,0,2023-12
2023-12-15,0.565217,0.510759,1,2023-12
2023-12-16,0.565217,0.510897,0,2023-12
2023-12-17,0.565217,0.510462,1,2023-12
2023-12-18,0.565217,0.510764,0,2023-12
2023-12-19,0.565217,0.510657,1,2023-12
2023-12-20,0.565217,0.511182,1,2023-12
2023-12-21,0.562500,0.511265,1,2023-12
2023-12-22,0.511250,0.511341,0,2023-12
2023-12-23,0.460000,0.511276,0,2023-12
2023-12-24,0.460000,0.510980,1,2023-12
2023-12-25,0.562500,0.511215,0,2023-12
2023-12-26,0.562500,0.510611,1,2023-12
2023-12-27,0.511250,0.511014,0,2023-12
2023-12-28,0.460000,0.510638,0,2023-12
2023-12-29,0.460000,0.510401,1,2023-12
2023-12-30,0.460000,0.510426,1,2023-12
2023-12-31,0.460000,0.510441,1,2023-12
2024-01-02,0.692308,0.570883,0,2024-01
2024-01-03,0.692308,0.567053,1,2024-01
2024-01-04,0.692308,0.572297,0,2024-01
2024-01-05,0.692308,0.570568,0,2024-01
2024-01-06,0.488889,0.571778,0,2024-01
2024-01-07,0.488889,0.572172,1,2024-01
2024-01-08,0.692308,0.571255,0,2024-01
2024-01-09,0.692308,0.569054,1,2024-01
2024-01-10,0.692308,0.568271,0,2024-01
2024-01-11,0.692308,0.567958,0,2024-01
2024-01-12,0.692308,0.563087,0,2024-01
2024-01-13,0.488889,0.567933,0,2024-01
2024-01-14,0.488889,0.566081,1,2024-01
2024-01-15,0.488889,0.567776,1,2024-01
2024-01-16,0.488889,0.567766,0,2024-01
2024-01-17,0.488889,0.567549,0,2024-01
2024-01-18,0.488889,0.565880,1,2024-01
2024-01-19,0.488889,0.567828,1,2024-01
2024-01-20,0.488889,0.569304,0,2024-01
2024-01-21,0.488889,0.569892,0,2024-01
2024-01-22,1.000000,0.566768,1,2024-01
2024-01-23,0.948718,0.568317,1,2024-01
2024-01-24,0.692308,0.569556,0,2024-01
2024-01-25,0.692308,0.570087,1,2024-01
2024-01-26,0.000000,0.570947,1,2024-01
2024-01-27,0.488889,0.571415,0,2024-01
2024-01-28,0.488889,0.573654,1,2024-01
2024-01-29,0.488889,0.575442,0,2024-01
2024-01-30,0.488889,0.577079,0,2024-01
2024-01-31,0.488889,0.579463,1,2024-01
2024-02-02,0.518519,0.549861,0,2024-02
2024-02-03,0.518519,0.551084,0,2024-02
2024-02-04,0.518519,0.555409,1,2024-02
2024-02-05,0.518519,0.558697,1,2024-02
2024-02-06,0.518519,0.554131,1,2024-02
2024-02-07,0.547840,0.541505,1,2024-02
2024-02-08,0.562500,0.536010,1,2024-02
2024-02-09,0.562500,0.531764,1,2024-02
2024-02-10,0.562500,0.518701,1,2024-02
2024-02-11,0.562500,0.518981,1,2024-02
2024-02-12,0.562500,0.520603,0,2024-02
2024-02-13,0.518519,0.514329,1,2024-02
2024-02-14,0.533179,0.523767,1,2024-02
2024-02-15,0.562500,0.515129,1,2024-02
2024-02-16,0.518519,0.507815,0,2024-02
2024-02-17,0.562500,0.501730,1,2024-02
2024-02-18,0.562500,0.500600,0,2024-02
2024-02-19,0.518519,0.500994,1,2024-02
2024-02-20,0.518519,0.495963,0,2024-02
2024-02-21,0.518519,0.493816,0,2024-02
2024-02-22,0.518519,0.501966,0,2024-02
2024-02-23,0.562500,0.509496,1,2024-02
2024-02-24,0.562500,0.507264,1,2024-02
2024-02-25,0.547840,0.506936,1,2024-02
2024-02-26,0.518519,0.513440,1,2024-02
2024-02-27,0.518519,0.529966,1,2024-02
2024-02-28,0.333333,0.561693,0,2024-02
2024-02-29,0.518519,0.546633,1,2024-02
2024-03-02,0.636364,0.577395,1,2024-03
2024-03-03,0.652174,0.577291,1,2024-03
2024-03-04,0.333333,0.577888,0,2024-03
2024-03-05,0.333333,0.578023,1,2024-03
2024-03-06,0.333333,0.577911,1,2024-03
2024-03-07,0.333333,0.577613,1,2024-03
2024-03-08,0.333333,0.577677,1,2024-03
2024-03-09,0.333333,0.577168,1,2024-03
2024-03-10,0.333333,0.577257,1,2024-03
2024-03-11,0.333333,0.577570,0,2024-03
2024-03-12,0.333333,0.577476,1,2024-03
2024-03-13,0.333333,0.577505,0,2024-03
2024-03-14,0.333333,0.577536,0,2024-03
2024-03-15,0.333333,0.577807,0,2024-03
2024-03-16,0.500000,0.577699,1,2024-03
2024-03-17,0.333333,0.578052,0,2024-03
2024-03-18,0.566667,0.578316,0,2024-03
2024-03-19,0.566667,0.578355,1,2024-03
2024-03-20,0.566667,0.578768,0,2024-03
2024-03-21,0.566667,0.578628,0,2024-03
2024-03-22,0.566667,0.578652,1,2024-03
2024-03-23,0.566667,0.578719,1,2024-03
2024-03-24,0.566667,0.579033,1,2024-03
2024-03-25,0.566667,0.579513,1,2024-03
2024-03-26,0.333333,0.579606,0,2024-03
2024-03-27,0.566667,0.579661,1,2024-03
2024-03-28,0.333333,0.579708,0,2024-03
2024-03-29,0.566667,0.579591,0,2024-03
2024-03-30,0.566667,0.579578,1,2024-03
2024-03-31,0.333333,0.579693,0,2024-03
2024-04-02,0.520000,0.514931,1,2024-04
2024-04-03,0.520000,0.529808,1,2024-04
2024-04-04,0.428571,0.521099,0,2024-04
2024-04-05,0.428571,0.527017,1,2024-04
2024-04-06,0.428571,0.545469,1,2024-04
2024-04-07,0.428571,0.537807,1,2024-04
2024-04-08,0.428571,0.491519,0,2024-04
2024-04-09,0.428571,0.508415,1,2024-04
2024-04-10,0.428571,0.492937,0,2024-04
2024-04-11,0.428571,0.506143,0,2024-04
