Date,close,high,low,open,volume,RSI,MACD,MACD_SIGNAL,SMA20,EMA20,BB_UPPER,BB_LOWER,ATR,CCI,proba_rfc_cal,proba_sgd_cal,proba_xgb_cal,proba_sentiment_neg,proba_sentiment_neu,proba_sentiment_pos,y_true,is_penalty_day,ohlc_flag_high_low_ok,ml_imputed_mask,sent_missing_or_neutral_mask,y_true_orig,volume_log1p,volume_winsor_p99
2024-12-02,95865.3046875,98152.6015625,94482.8671875,97276.0078125,72680784305,62.79838252710679,4720.297400121039,5456.067414776772,94179.131640625,92535.18562456776,101113.63774731716,87244.62553393282,3379.304129464286,47.57225776182106,0.512821,0.568553,0.4878303706645965,0.0031538461538461,0.7839028846153847,0.2129432692307692,1,,,,,,,
2024-12-03,96002.1640625,96297.203125,93629.5625,95854.59375,67067810961,63.02141865639127,4440.582320414207,5252.97039590426,94450.031640625,92865.37404722796,101214.44238022002,87685.62090103,3314.4296875,22.9418819951765,0.512821,0.568406,0.4720136702060699,0.0714072727272727,0.6675454545454546,0.2610472727272727,1,,,,,,,
2024-12-04,98768.53125,99207.328125,94660.5234375,95988.53125,77199817112,67.29026374199444,4391.5062664226425,5080.677570007937,95025.93671875,93427.579495111,101139.40394961835,88912.46948788164,3404.7354910714284,75.60086719217448,0.5,0.567183,0.4682935535907745,0.076464,0.617432,0.306102,0,,,,,,,
2024-12-05,96593.5703125,103900.46875,91998.78125,98741.5390625,149218945580,61.298730798916,4129.509553706477,4890.443966747645,95302.31484375,93729.10243010044,101156.2838671142,89448.34582038582,3906.169084821429,69.85981149885207,0.512821,0.56661,0.4693541586399078,0.0309985401459854,0.5923569343065693,0.3766481751824817,1,,,,,,,
2024-12-06,99920.7109375,102039.8828125,96514.875,97074.2265625,94534772658,66.2494764466362,4142.59446335955,4740.874066070027,95770.4265625,94318.77943080517,101523.60486060345,90017.24826439655,4127.038504464285,123.58726624459506,0.5,0.566202,0.4353668689727783,0.069859375,0.37339375,0.556728125,1,,,,,,,
2024-12-07,99923.3359375,100563.3828125,99030.8828125,99916.7109375,44177510897,66.25314438098593,4105.846521197615,4613.868557095545,96274.30078125,94852.54671715703,101591.3799219718,90957.2216405282,4109.232142857143,129.72384179418788,0.5,0.567304,0.3843452215194702,0.0712733333333333,0.6592133333333333,0.2695,1,,,,,,,
2024-12-08,101236.015625,101399.9921875,98771.515625,99921.9140625,44125751925,68.11903685726327,4134.9803134217655,4518.090908360789,96808.96953125,95460.4961369516,101842.29202702454,91775.64703547546,4092.758928571429,146.3047551191049,0.5,0.566825,0.3907281994819641,0.0044315789473684,0.5773894736842106,0.4181842105263157,0,,,,,,,
2024-12-09,97432.71875,101272.5078125,94355.9140625,101237.0625,110676473908,58.096268685745045,3807.286749626772,4375.930076613986,97063.416015625,95648.32686200384,101640.11809410214,92486.71393714786,4137.364397321428,34.45306306850238,0.512821,0.566729,0.4841102540493011,0.1482469135802469,0.6250395061728395,0.2267074074074073,0,,,,,,,
2024-12-10,96675.4296875,98270.15625,94321.2578125,97441.234375,104823780634,56.31936821737248,3446.7483713016263,4190.093735551514,97180.212890625,95746.14617871775,101580.03109897696,92780.39468227304,4117.933035714285,-30.24546681691958,0.512821,0.566418,0.4087037116289139,0.2435530612244898,0.6428510204081633,0.1135877551020408,1,,,,,,,
2024-12-11,101173.03125,101913.359375,95747.2265625,96656.0625,85391409936,63.46620174424217,3483.7791297784715,4048.8308143969057,97313.628125,96262.99237598277,102032.78663060362,92594.4696193964,4159.619977678572,111.25855668501492,0.512821,0.565446,0.428696283698082,0.0552898734177215,0.5417151898734177,0.4029898734177215,0,,,,,,,
2024-12-12,100043.0,102524.9140625,99339.953125,101167.8046875,72073983533,60.77560742531988,3382.9457026047166,3915.653792038468,97365.894921875,96622.99310207964,102185.66840829616,92546.12143545384,4246.19921875,143.6437806569169,0.512821,0.566309,0.4600679636001586,0.0643911764705882,0.5842499999999999,0.3513661764705882,1,,,,,,,
2024-12-13,101459.2578125,101888.8046875,99233.28125,100046.6484375,56894751583,62.89852640806856,3378.370897666842,3808.197213164144,97549.99375,97083.58974116728,102705.51325845892,92394.47424154107,4201.215959821428,134.85351954300427,0.508547,0.566097,0.389900779724121,0.107704054054054,0.4848986486486487,0.4074162162162162,0,,,,,,,
2024-12-14,101372.96875,102618.8828125,100634.0546875,101451.4375,40422968793,62.67595147851068,3329.403237556908,3712.438418042697,97717.951171875,97492.1020277228,103148.62178122088,92287.28056252912,4246.194754464285,136.02898065541427,0.5,0.566559,0.4057174801826477,5.882352941176471e-06,0.6790294117647059,0.320964705882353,1,,,,,,,
2024-12-15,104298.6953125,105047.5390625,101227.03125,101373.53125,51145914137,66.94678070614543,3486.4876371852297,3667.2482618712033,98277.77109375,98140.3490072254,104005.300780352,92550.241407148,4367.806919642857,168.7608006087758,0.5,0.565539,0.389900779724121,2.777777777777778e-05,0.5753111111111111,0.4246611111111111,1,,,,,,,
2024-12-16,106029.71875,107780.578125,103322.984375,104293.578125,91020417816,69.19287762165523,3707.9147471540346,3675.3815589277697,98979.991015625,98891.7175541563,104899.75864502668,93060.22338622333,4424.082589285715,199.56477882103607,0.512821,0.564514,0.4674661338329315,0.0109308411214953,0.5229177570093457,0.4661523364485981,1,,,,,,,
2024-12-17,106140.6015625,108268.4453125,105291.734375,106030.6875,68589364868,69.33661864720082,3847.987439469696,3709.9027350361553,99488.89453125,99582.08745971284,106033.42951029244,92944.35955220756,4446.159040178572,190.39308964189505,0.512821,0.565219,0.469900780916214,0.216374074074074,0.4523962962962963,0.3312283950617284,0,,,,,,,
2024-12-18,100041.5390625,106470.609375,100041.5390625,106147.296875,93865656139,54.322688391784354,3427.344392828484,3653.391066594621,99708.348046875,99625.8447552164,106000.71622677192,93415.9798669781,4580.606584821428,69.07037993439867,0.512821,0.566625,0.4854734718799591,0.057547619047619,0.7159785714285715,0.2264785714285714,0,,,,,,,
2024-12-19,97490.953125,102748.1484375,95587.6796875,100070.6875,97221662392,49.49585684012756,2855.2571516671014,3493.764283609117,99709.81953125,99422.52174281482,105999.988775697,93419.650286803,4241.948102678572,-29.01344886575759,0.512821,0.566757,0.392013669013977,0.1651813186813186,0.6126758241758242,0.2221395604395604,1,,,,,,,
2024-12-20,97755.9296875,98098.9140625,92175.1796875,97484.6953125,105634083408,49.99298005779908,2395.639840624237,3274.139395012141,99775.16328125,99263.7986899277,105948.77930565889,93601.54725684112,4270.428571428572,-98.05032418344568,0.512821,0.566474,0.4051289090886712,0.2737247619047619,0.5285780952380953,0.1976952380952381,0,,,,,,,
2024-12-21,97224.7265625,99507.1015625,96426.5234375,97756.1953125,51765334294,48.95269704530661,1965.8648907687168,3012.484494163457,99772.41015625,99069.6013444584,105950.75900313852,93594.06130936148,4381.005580357143,-53.514511770075096,0.512821,0.567428,0.4665379762649536,0.0882318181818181,0.501040909090909,0.4107181818181818,0,,,,,,,
2024-12-22,95104.9375,97360.265625,94202.1875,97218.3203125,43147981314,44.93443312996464,1437.643624320437,2697.516320194853,99734.391796875,98692.01431165283,106022.35680432242,93446.42678942758,4418.834263392857,-110.77754631950332,0.512821,0.568177,0.5026932120323181,0.00018,0.60416,0.39568,0,,,,,,,
2024-12-23,94686.2421875,96416.2109375,92403.1328125,95099.390625,65239002919,44.16332770537346,974.0114547462,2352.8153471051223,99668.595703125,98310.51220459066,106145.6905975492,93191.5008087008,4211.440290178572,-136.19023371440488,0.512821,0.567515,0.5026932120323181,0.1811526315789473,0.316038596491228,0.502801754385965,1,,,,,,,
2024-12-24,98676.09375,99404.0625,93448.015625,94684.34375,47114953674,52.52417570733433,917.9457889288316,2065.8414354698643,99663.973828125,98345.32949462964,106143.90428034509,93184.04337590492,4354.808035714285,-63.77660713503141,0.512821,0.566511,0.4676619172096252,0.0002083333333333,0.4105875,0.5892041666666666,1,,,,,,,
2024-12-25,99299.1953125,99478.75,97593.46875,98675.9140625,33700394629,53.690417109058366,913.2648843547796,1835.326125246848,99799.255078125,98436.17385823632,106120.31068527616,93478.19947097384,4049.032924107143,-23.240724265376933,0.512821,0.566573,0.4940448999404907,0.0023,0.5818916666666667,0.4158083333333333,0,,,,,,,
2024-12-26,95795.515625,99884.5703125,95137.8828125,99297.6953125,47054980873,46.73799325468101,619.6941164195014,1592.1997234813782,99592.9953125,98184.68259792811,106161.7266681966,93024.2639568034,4160.584821428572,-66.71322462689689,0.512821,0.567219,0.5026932120323181,0.324036170212766,0.4214553191489361,0.2544851063829787,0,,,,,,,
2024-12-27,94164.859375,97294.84375,93310.7421875,95704.9765625,52419934565,43.88945313835859,252.5456473372033,1324.2689082525433,99305.071484375,97801.84229098256,106303.59211635434,92306.55085239568,4255.483258928572,-104.81867287797571,0.512821,0.566995,0.5026932120323181,0.1737219512195122,0.5341292682926829,0.2921341463414634,1,,,,,,,
2024-12-28,95163.9296875,95525.8984375,94014.2890625,94160.1875,24107436185,46.058618503824334,41.71361646262813,1067.7578498945602,99001.4671875,97550.61251922233,106172.0009142126,91830.9334607874,4221.681919642857,-95.09967761580016,0.512821,0.566896,0.5026932120323181,0.210325,0.617275,0.1724083333333333,0,,,,,,,
2024-12-29,93530.2265625,95174.875,92881.7890625,95174.0546875,29635885267,43.12287798593272,-254.2674389685853,803.352792121931,98806.342578125,97167.7186185821,106358.83482904456,91253.85032720542,4112.580357142857,-108.99008810752382,0.512821,0.567299,0.5026932120323181,0.0007375,0.5039625,0.4953,0,,,,,,,
2024-12-30,92643.2109375,94903.3203125,91317.1328125,93527.1953125,56188003691,41.57346980003327,-554.0228748310183,531.8776587313412,98604.731640625,96736.81312514572,106599.08653933225,90610.37674191776,4050.337053571429,-119.08874585251937,0.512821,0.566694,0.4977650165557861,0.1813,0.4961512820512821,0.3225435897435897,1,,,,,,,
2025-01-01,94419.757812,94929.867188,92788.125,93425.101562,24519888919,43.42593,-1393.378495,-982.22034,97936.378125,96425.334156,106274.906556,89597.849694,3829.803571,-78.379768,0.5,0.5,0.5,0.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,23.92275041782472,24519888919.0
2025-01-02,96886.875,97739.820312,94201.570312,94416.289062,46009564411,49.91284,-1174.367966,-1020.674238,97707.758984,96470.968953,105888.840616,89526.677353,3571.073661,-30.887483,0.545455,0.530301,0.4984550378377587,0.156,0.3326,0.5114,1,0.0,1.0,0.0,0.0,1.0,24.552115133822724,46009564411.0
2025-01-03,98107.429688,98956.914062,96034.617188,96881.726562,35611391163,52.796517,-898.70034,-996.267082,97544.482031,96632.187501,105545.939081,89543.024981,3356.685268,2.469017,0.545455,0.52446,0.5027495810924508,0.1021,0.4715,0.4264,1,0.0,1.0,0.0,0.0,1.0,24.295931400139683,35611391163.0
2025-01-04,98236.226562,98734.429688,97562.976562,98106.992188,22342608078,53.103345,-663.117545,-929.610136,97241.358594,96789.695585,104598.877955,89883.839232,3220.319196,21.246031,0.545455,0.518651,0.5018793747490973,0.0,0.4369,0.5631,1,0.0,1.0,0.0,0.0,1.0,23.82976136858084,22342608078.0
2025-01-05,98314.960938,98813.304688,97291.765625,98233.90625,20525254825,53.303171,-465.283861,-836.714734,96855.620703,96939.027001,102978.46243,90732.778977,3103.423549,35.356979,0.545455,0.511685,0.5003074861106054,0.0,0.0003,0.9997,1,0.0,1.0,0.0,0.0,1.0,23.74492190760369,20525254825.0
2025-01-06,102078.085938,102482.875,97926.148438,98314.953125,51823432705,61.702578,-20.918407,-673.513099,96652.494922,97440.829255,101643.259619,91661.730225,3142.25558,141.158393,0.545455,0.489527,0.4994502284658939,0.0386,0.4459,0.5155,0,0.0,1.0,0.0,0.0,0.0,24.67110825276561,51823432705.0
2025-01-07,96922.703125,102712.484375,96132.875,102248.851562,58685738547,48.762329,-63.941789,-551.573511,96496.553125,97390.358413,101229.700818,91763.405432,3186.795759,78.662591,0.545455,0.515848,0.5037995590802143,0.1918191819181918,0.2336233623362336,0.5745574557455746,0,0.0,1.0,0.0,0.0,0.0,24.795462579372877,58685738547.0
2025-01-08,95043.523438,97258.320312,92525.84375,96924.164062,63875859171,45.053318,-239.930725,-489.234596,96374.181641,97162.247933,101125.596542,91622.766739,3390.166853,-51.624959,0.545455,0.522583,0.5072815360740749,0.1582158215821582,0.6054605460546055,0.2363236323632363,0,0.0,1.0,0.0,0.0,0.0,24.88020733621348,63875859171.0
